Age,Gender,Education,Marital_Status,Job_Type,Region,Income,Expenses,Savings,Credit_Score,Years_of_Experience,Loan_Amount,Loan_Approval,Default_Risk,Future_Income
67,Female,Bachelor,Widowed,Education,South,56233,44840,6731,460,47,120665,0,0,70527
61,Female,Master,Single,Healthcare,East,45859,16389,31164,472,45,354607,0,0,55627
60,Male,Bachelor,Single,Healthcare,South,54030,35821,16459,429,43,331907,0,0,73136
62,Male,Bachelor,Widowed,Unemployed,North,34301,11177,18466,378,44,473481,0,0,42121
38,Female,Master,Widowed,Finance,West,37566,11836,37056,356,20,92773,0,0,38952
40,Male,High School,Divorced,Education,North,29522,10411,27379,699,22,107076,0,0,38414
60,Male,Bachelor,Divorced,Healthcare,South,39342,30794,7557,662,42,196994,0,0,55429
33,Female,PhD,Widowed,Unemployed,West,11397,8780,3168,634,15,40301,0,1,13282
64,Male,High School,Widowed,IT,South,45393,18019,19262,433,48,243045,0,1,51924
32,Male,Bachelor,Married,Unemployed,South,41986,15989,20034,313,17,197070,0,0,44092
42,Male,High School,Divorced,Finance,West,52263,21964,26658,582,26,121582,0,0,61243
53,Other,Bachelor,Widowed,Healthcare,West,50669,28261,24240,720,38,64724,1,0,56041
28,Male,Master,Married,Unemployed,East,68856,40270,30012,426,12,63976,0,0,77238
68,Male,Bachelor,Divorced,Education,West,88914,36525,56047,517,51,288879,0,0,95126
32,Female,Bachelor,Married,Construction,North,67063,45489,26967,788,14,105344,1,0,74549
21,Female,PhD,Widowed,Healthcare,West,43203,19647,26946,559,2,350629,0,0,42726
38,Female,Master,Single,Education,West,42599,32420,6771,517,22,25509,0,0,42327
30,Male,High School,Single,Finance,East,63029,39604,27045,788,11,99934,1,0,78393
39,Male,Bachelor,Single,Education,North,24749,12824,17101,742,25,468020,0,0,23106
36,Male,Master,Single,Education,North,45271,31461,13673,398,15,171679,0,0,51860
51,Female,High School,Widowed,Finance,West,46427,32914,6280,481,37,442723,0,0,49135
31,Female,Bachelor,Single,Construction,West,58761,26162,40519,468,11,260927,0,0,64959
21,Male,High School,Single,Unemployed,East,59207,27818,33830,532,5,118362,0,0,66195
65,Female,High School,Widowed,IT,North,38831,29821,-2854,392,46,57540,0,0,60037
69,Female,PhD,Divorced,Construction,North,43784,16741,39394,771,48,177016,1,0,49100
63,Female,Master,Divorced,IT,South,56676,18197,38085,815,46,306452,1,0,58763
44,Female,High School,Divorced,IT,East,38016,20035,32176,384,24,410628,0,0,38722
46,Female,Master,Married,IT,East,68091,47704,24273,818,31,454615,1,0,72786
64,Female,High School,Divorced,Healthcare,West,59137,40558,19565,680,50,368191,1,0,64422
45,Male,Bachelor,Widowed,Construction,North,52572,39942,15547,706,27,163222,1,1,63971
52,Male,Master,Divorced,Education,West,55864,31652,22665,531,36,207250,0,1,69038
25,Female,Bachelor,Married,Healthcare,East,42996,15049,30253,550,9,194835,0,0,47588
33,Male,Master,Married,Finance,North,40605,24133,28525,384,15,342749,0,1,41393
59,Male,Bachelor,Single,Finance,North,43629,30069,11066,618,45,430048,1,0,40590
53,Female,Bachelor,Widowed,IT,East,57499,19932,42233,492,39,464778,0,0,63749
47,Female,PhD,Divorced,Healthcare,North,53015,20481,30935,599,32,386463,0,0,62893
35,Female,High School,Divorced,Unemployed,South,43659,13365,31453,657,18,128480,1,0,48305
19,Female,Bachelor,Widowed,Unemployed,East,61243,36551,36575,752,0,74128,1,0,78907
66,Male,Bachelor,Widowed,Healthcare,East,47390,35228,16794,805,50,464739,1,0,53049
30,Female,Master,Widowed,Finance,North,39600,25159,20169,364,11,348597,0,0,41031
21,Female,Bachelor,Widowed,Education,East,53815,42568,13601,521,7,128485,0,0,68512
43,Female,Master,Widowed,Construction,West,34804,11538,38743,765,28,274382,0,0,46235
42,Female,Bachelor,Widowed,Construction,East,24691,18555,3387,371,28,106051,0,0,31142
47,Female,Bachelor,Widowed,IT,West,49923,35297,8729,773,27,472082,1,0,56027
28,Male,PhD,Married,IT,South,40138,18347,32221,318,7,392081,0,0,51793
24,Male,Bachelor,Single,IT,South,46187,36338,9941,821,9,328074,1,0,53722
48,Male,Bachelor,Divorced,Finance,West,35499,15760,23790,714,34,403866,0,0,32509
61,Female,Master,Married,Finance,East,68133,50735,27979,663,45,123913,1,0,73228
27,Female,Bachelor,Married,Unemployed,West,40077,29671,14523,827,10,435480,1,0,46975
56,Female,Bachelor,Divorced,Construction,North,43520,29542,27132,379,41,129124,0,0,50019
30,Male,Master,Married,Unemployed,West,55668,32384,25964,489,11,488969,0,0,62046
48,Male,Master,Widowed,Unemployed,South,29350,10566,17243,447,28,447804,0,1,25876
24,Female,Bachelor,Married,IT,South,28241,15984,2489,742,9,284951,0,0,36574
66,Other,Bachelor,Divorced,Unemployed,West,55714,26653,32563,564,46,161784,0,0,62390
59,Female,PhD,Single,Healthcare,South,43325,30158,3984,808,40,238097,0,0,45262
59,Female,Bachelor,Divorced,Unemployed,North,36477,24770,15330,600,38,461131,0,0,44227
53,Female,High School,Single,Education,East,59050,44600,23747,765,32,453042,1,0,64705
37,Female,Bachelor,Widowed,Finance,East,37821,11626,28109,664,22,426081,0,0,40568
21,Male,High School,Married,Unemployed,West,45882,32326,16506,698,1,488385,1,0,52419
24,Male,Master,Divorced,IT,South,36558,28121,15015,792,6,251896,0,0,38797
18,Male,High School,Divorced,IT,East,54551,37893,22005,841,0,357955,1,0,58139
61,Male,High School,Single,Finance,South,69981,25549,52234,779,47,268289,1,1,84636
62,Male,PhD,Married,Construction,West,22084,7522,16466,467,46,261407,0,0,26501
59,Female,Master,Divorced,Construction,South,51689,16045,26388,390,45,485715,0,0,63113
64,Male,Bachelor,Divorced,Construction,North,62848,38612,32116,599,49,210908,0,0,63104
30,Male,High School,Married,Construction,North,43677,26854,17628,473,9,117233,0,0,49724
39,Female,Master,Widowed,Healthcare,South,33034,26211,4429,672,23,484631,0,0,44424
38,Male,PhD,Single,IT,North,56314,28101,31892,323,17,191723,0,1,60855
39,Male,Bachelor,Divorced,Construction,West,65024,30298,37658,500,18,142314,0,0,77405
45,Other,Bachelor,Married,Construction,North,63357,38787,22822,306,28,412048,0,0,78774
26,Male,High School,Widowed,Unemployed,North,55488,39552,11508,305,11,200077,0,0,53614
43,Male,Bachelor,Divorced,Education,East,51468,39547,16263,460,27,488435,0,0,69838
26,Male,Bachelor,Widowed,Education,East,36514,25616,8648,547,8,64328,0,0,44717
32,Female,Master,Divorced,IT,West,62978,32328,33221,465,11,346965,0,0,75752
27,Female,Bachelor,Divorced,Unemployed,North,62149,38374,27642,727,9,492575,1,0,81271
41,Male,Bachelor,Widowed,Finance,East,32929,23977,15792,444,21,210705,0,0,37137
59,Female,High School,Single,Construction,South,55467,30246,37816,810,39,255705,1,1,57287
25,Male,High School,Widowed,Healthcare,South,59792,24415,38563,842,11,314996,1,1,69937
41,Female,High School,Married,Education,North,63231,24335,38769,808,27,269136,1,0,72015
33,Female,Bachelor,Divorced,Construction,West,48875,14666,44501,519,16,41890,0,0,55089
66,Male,High School,Widowed,Finance,North,37136,24477,19899,375,52,361470,0,0,47125
43,Female,PhD,Widowed,Healthcare,East,42468,15099,30210,618,25,165466,1,1,50647
44,Male,Master,Divorced,Education,North,34891,14721,23352,337,25,130027,0,0,42680
54,Female,Bachelor,Divorced,Unemployed,North,49234,22103,29265,813,37,377738,1,1,61266
21,Other,Master,Widowed,Finance,South,46296,26860,22247,545,0,186029,0,0,53520
67,Female,High School,Single,Finance,South,82175,41003,42662,439,47,219984,0,0,106357
41,Female,Master,Divorced,Unemployed,East,63420,40419,20126,557,27,70353,0,1,79669
36,Female,PhD,Widowed,Healthcare,West,64543,21158,45429,680,21,28880,1,1,68000
53,Female,High School,Married,Healthcare,West,57070,20657,47199,777,33,90520,1,0,57773
56,Male,PhD,Single,Education,East,44490,24451,17958,484,37,477293,0,0,41448
27,Female,Bachelor,Married,Healthcare,East,45869,21488,25024,602,10,33975,1,0,60378
42,Female,High School,Divorced,Construction,North,47241,21159,23622,793,24,197688,1,0,49985
35,Female,Bachelor,Divorced,Healthcare,North,52823,17617,42992,463,20,402226,0,0,55232
36,Male,PhD,Single,Unemployed,West,55837,41758,20227,502,16,472027,0,1,54454
53,Male,Bachelor,Divorced,Finance,North,50010,32301,13317,707,32,451726,1,0,62922
27,Female,Bachelor,Married,Healthcare,North,45641,16467,21081,509,8,125003,0,0,54510
50,Female,High School,Widowed,Education,South,41088,13662,33754,400,31,434304,0,0,33542
67,Other,High School,Widowed,Construction,East,29110,22922,1491,745,51,389381,0,0,41426
22,Female,Master,Married,Healthcare,East,69250,44360,31031,667,3,220497,1,0,84541
64,Female,Bachelor,Married,Construction,South,83082,42266,39625,538,43,307740,0,0,106013
66,Male,High School,Divorced,Healthcare,South,67990,44252,29212,590,47,307797,0,0,81562
52,Male,High School,Divorced,Construction,North,31114,21100,14234,671,38,253216,0,0,31697
61,Female,High School,Single,Healthcare,East,61805,42644,18478,730,43,373316,1,1,72112
51,Female,Bachelor,Widowed,Healthcare,West,65356,35222,27739,579,35,430371,0,0,73226
50,Female,Master,Single,IT,East,43948,22630,26196,766,36,142421,1,0,48403
38,Male,Bachelor,Married,Finance,West,57333,17516,38354,615,20,28347,1,0,55820
34,Female,High School,Married,Education,South,43155,32939,17760,376,19,466814,0,1,39696
39,Female,High School,Single,Education,East,72933,43880,26891,450,22,336532,0,0,82294
65,Female,Bachelor,Single,IT,South,55480,22279,36952,695,48,329385,1,0,69476
54,Male,Master,Widowed,Healthcare,East,36242,27536,8754,795,39,321286,0,1,38277
32,Male,Bachelor,Married,Finance,West,60047,45483,16592,596,18,411376,0,0,60375
52,Male,High School,Single,Construction,South,65881,52348,12030,706,37,480074,1,0,76469
45,Male,High School,Widowed,IT,North,52971,39041,15036,586,31,70923,0,0,63400
24,Other,Bachelor,Divorced,Education,East,57191,45689,693,792,10,314035,0,1,63810
49,Male,Bachelor,Divorced,Education,West,48953,20674,26214,835,31,110341,1,0,52551
28,Female,High School,Widowed,Unemployed,North,32985,23786,8260,755,7,470662,0,0,34060
27,Female,Bachelor,Single,Unemployed,South,47723,33955,15408,791,11,151830,1,1,61562
26,Male,Bachelor,Widowed,Education,East,57845,24032,42278,308,9,7003,0,0,57020
31,Female,Master,Widowed,Healthcare,East,48079,16790,29800,431,17,161679,0,0,53454
30,Male,Master,Single,Unemployed,North,62011,48970,22110,376,11,305657,0,0,69303
42,Female,Bachelor,Divorced,Construction,North,44117,19764,22045,430,27,383372,0,0,60185
19,Male,PhD,Widowed,Construction,South,45101,33169,8391,711,1,357705,1,0,53993
52,Female,Master,Divorced,Construction,North,62466,18868,36176,389,32,205155,0,0,65995
24,Female,High School,Widowed,Healthcare,East,53327,16558,41802,797,3,459997,1,0,59490
38,Female,Master,Married,Education,East,43824,23355,22899,653,17,292816,1,1,43489
35,Female,Bachelor,Single,Unemployed,East,65507,27470,42774,570,17,46819,0,0,71372
20,Female,PhD,Divorced,Unemployed,East,39668,25582,16744,691,6,478208,0,0,43610
59,Male,Bachelor,Single,Education,North,39095,22783,18266,731,39,464053,0,0,42876
56,Male,Bachelor,Divorced,Healthcare,North,7558,2560,8420,771,35,110408,0,0,16720
58,Male,PhD,Divorced,Finance,West,41690,15896,38556,607,42,167675,1,0,63860
66,Female,High School,Single,Healthcare,South,69630,34398,34862,807,49,121707,1,0,70173
28,Male,Bachelor,Widowed,Healthcare,North,18915,7429,23757,354,12,112376,0,0,25717
56,Other,Master,Widowed,Education,South,35721,24865,17117,336,36,113777,0,0,49248
41,Female,Bachelor,Married,Construction,North,56586,28747,31664,354,25,484297,0,0,59954
63,Male,Master,Divorced,Education,West,16326,5660,15438,823,44,382061,0,0,17133
36,Male,Bachelor,Single,Unemployed,North,42339,22954,5406,762,21,456481,1,0,44459
21,Female,Bachelor,Divorced,Finance,East,67112,23181,44622,777,6,176550,1,0,75699
43,Male,Bachelor,Widowed,IT,North,80645,29392,49901,510,26,86714,0,0,97580
55,Male,Bachelor,Single,Unemployed,South,54353,22817,44097,525,35,350896,0,0,68349
59,Male,High School,Single,IT,East,36102,26345,10050,306,41,340922,0,0,52964
49,Female,Bachelor,Divorced,Healthcare,North,35598,27136,10313,839,35,134682,0,0,41191
56,Female,High School,Married,IT,East,52173,37206,16736,511,35,385510,0,1,58904
62,Male,High School,Widowed,Unemployed,East,54214,25320,24361,488,45,143568,0,0,59861
63,Male,High School,Widowed,Construction,East,77868,33967,43099,374,45,484618,0,0,96480
53,Male,Bachelor,Divorced,Education,West,64562,37095,33551,413,33,395181,0,0,62683
57,Male,Bachelor,Divorced,Finance,South,51261,33879,8722,450,38,33357,0,0,52608
54,Female,Bachelor,Married,Finance,South,44971,35827,12700,735,33,259704,1,1,38866
50,Female,Bachelor,Widowed,Finance,North,95220,34830,57882,383,29,51252,0,0,114380
53,Female,High School,Married,Unemployed,East,59398,19283,48614,511,36,429428,0,0,68288
20,Male,Bachelor,Single,Unemployed,North,39968,25866,18076,760,2,273031,0,0,53032
26,Female,High School,Single,Education,South,46630,33392,7639,476,11,350542,0,1,44400
25,Male,Bachelor,Married,Construction,East,36838,26640,10117,611,5,433072,0,0,48368
50,Female,High School,Married,Finance,South,13931,8905,9293,458,30,11040,0,0,15121
23,Female,Bachelor,Divorced,IT,East,54689,42493,12676,485,5,488288,0,0,58877
58,Male,Bachelor,Widowed,Construction,East,76736,42627,36834,770,37,149512,1,0,85731
56,Male,Bachelor,Widowed,Construction,West,25541,19332,8112,608,42,133053,0,0,28178
21,Female,High School,Widowed,Unemployed,East,50828,39844,17318,545,3,379869,0,1,54615
30,Male,Master,Married,Unemployed,North,39396,28506,15087,683,14,33371,0,1,39423
66,Female,Bachelor,Divorced,Construction,South,57822,26302,33278,341,51,417940,0,0,57975
19,Female,Master,Divorced,Finance,South,47415,18876,30628,584,0,335023,0,0,58773
22,Male,High School,Divorced,Construction,South,29599,16991,9193,599,8,143260,0,0,43159
61,Female,Master,Married,Unemployed,East,35283,18576,26043,735,43,104542,0,0,47577
44,Female,High School,Married,Finance,North,37545,27741,26615,668,23,492848,0,0,45540
49,Female,High School,Divorced,IT,West,70164,24558,45954,785,32,326724,1,0,78629
38,Male,High School,Married,Unemployed,West,69398,29762,41874,735,24,50216,1,0,77744
25,Female,High School,Single,IT,North,45329,30637,21767,727,9,208464,1,0,59976
55,Male,Bachelor,Widowed,IT,North,68417,23774,51690,480,34,289188,0,0,70036
25,Male,High School,Widowed,Unemployed,North,47402,21823,28470,639,6,15620,1,0,62466
67,Male,Bachelor,Widowed,Unemployed,East,45100,22260,19959,790,48,287867,1,0,55286
20,Female,High School,Single,IT,East,50856,31088,30858,794,2,308286,1,0,59096
61,Male,Bachelor,Divorced,Construction,West,54272,20572,39106,462,46,46503,0,0,61224
20,Female,Master,Widowed,Construction,North,41668,30430,14340,755,5,225083,1,1,47077
39,Female,Bachelor,Married,Finance,North,50327,26359,22353,391,18,428459,0,0,55870
23,Female,Bachelor,Single,IT,South,61809,46882,17216,404,2,431076,0,0,61226
19,Female,High School,Divorced,Healthcare,West,51943,27734,17136,738,0,204023,1,0,57613
40,Female,High School,Single,IT,East,50641,22156,34189,797,23,140326,1,1,49342
61,Female,Bachelor,Widowed,Education,North,57412,21294,43041,627,45,474389,1,0,73717
19,Female,Master,Divorced,Healthcare,East,60000,18112,45036,840,0,160582,1,0,66168
55,Female,High School,Widowed,Education,South,49060,27771,18487,808,41,107837,1,0,63728
34,Male,Bachelor,Divorced,Healthcare,North,42887,15163,31983,550,18,208124,0,1,54769
52,Female,Master,Widowed,Unemployed,East,52838,26200,32574,490,34,74937,0,0,49624
51,Female,PhD,Divorced,Finance,East,26090,15514,8859,346,31,499552,0,0,25180
40,Female,PhD,Single,Construction,West,46845,20510,33004,550,25,168194,0,0,54335
47,Female,Master,Divorced,Finance,East,12926,5010,12538,363,31,457533,0,1,13817
69,Female,High School,Divorced,Healthcare,East,24863,17089,8403,619,53,352353,0,0,32116
25,Other,Master,Single,IT,East,22607,17484,4334,823,9,427869,0,1,17232
39,Male,Master,Divorced,Finance,East,65710,23012,43803,591,23,179408,0,0,78880
61,Male,Bachelor,Single,Healthcare,South,50209,18968,28387,328,45,461544,0,0,53303
53,Male,High School,Widowed,IT,East,31069,24234,10136,736,38,156894,0,0,43254
22,Other,Bachelor,Widowed,Construction,West,57365,18293,43864,346,2,339547,0,0,66077
30,Male,High School,Widowed,Healthcare,South,64829,51138,21533,716,12,51944,1,0,81883
46,Female,Bachelor,Divorced,Education,South,57627,17421,43693,750,30,41002,1,0,68774
48,Male,Master,Married,Education,East,47169,34755,16370,373,32,486133,0,0,58050
64,Male,Bachelor,Married,Education,North,53487,24265,29881,352,46,22517,0,0,70490
33,Female,Master,Widowed,IT,East,63522,48867,12284,532,12,82366,0,0,67389
59,Female,Bachelor,Single,IT,South,42961,19696,23115,499,38,277733,0,0,54646
47,Male,Bachelor,Divorced,Finance,East,50448,31638,27950,848,32,65117,1,0,55732
33,Male,PhD,Single,IT,West,46142,15689,35623,396,13,132340,0,0,57481
29,Male,Bachelor,Divorced,Healthcare,West,25798,10865,18969,348,9,64264,0,0,25594
34,Female,Master,Single,Education,West,63748,43784,12887,821,17,301974,1,0,69717
33,Male,Bachelor,Widowed,Construction,East,80859,45632,38791,339,13,64544,0,0,97418
29,Female,Bachelor,Married,Unemployed,East,36893,28185,4059,452,14,9627,0,1,45942
25,Male,PhD,Single,Education,South,64440,33146,27002,405,7,393038,0,0,66652
37,Female,Bachelor,Widowed,Healthcare,South,37370,27463,6175,510,21,123159,0,0,44612
20,Male,Bachelor,Married,Unemployed,South,51991,27268,22858,501,2,264123,0,0,55131
33,Male,Bachelor,Married,Construction,North,72620,57342,21444,732,18,378590,1,1,82833
47,Male,Master,Married,Finance,West,42193,32907,12418,446,30,464220,0,0,50477
62,Female,Master,Single,IT,North,49779,23125,23938,798,43,202952,1,1,55104
40,Female,Bachelor,Single,Healthcare,North,22977,17071,5002,581,25,161526,0,0,22398
45,Female,High School,Married,Unemployed,West,40036,28978,15549,609,30,265691,1,0,56972
68,Female,Bachelor,Single,IT,North,21405,8676,18218,350,49,460022,0,1,23348
57,Female,PhD,Widowed,Finance,East,56437,34547,24558,794,39,76634,1,0,65804
22,Female,High School,Divorced,Construction,West,62474,21012,37724,708,3,430445,1,0,70852
37,Female,Bachelor,Married,Unemployed,North,46675,33529,13083,572,22,369255,0,1,46950
57,Female,High School,Divorced,Healthcare,North,54288,21024,47168,757,42,108040,1,0,64465
61,Female,PhD,Married,Construction,North,45114,15131,25928,419,42,288485,0,0,45817
18,Male,Bachelor,Divorced,Unemployed,East,61108,30560,34422,345,4,282519,0,1,70807
47,Male,Bachelor,Married,Unemployed,North,51941,30565,33980,542,32,100642,0,0,53900
38,Female,High School,Widowed,Healthcare,North,20215,14705,6142,610,21,450713,0,0,21138
